,Year,Race,Driver,Team,QualiPosition,GridPosition,TargetFinish,Points
661,2023,Austrian_Grand_Prix,ALO,Aston Martin,7.0,7.0,5,10.0
662,2023,Austrian_Grand_Prix,BOT,Alfa Romeo,14.0,14.0,15,0.0
663,2023,Austrian_Grand_Prix,DEV,AlphaTauri,20.0,20.0,17,0.0
664,2023,Austrian_Grand_Prix,GAS,Alpine,9.0,9.0,10,1.0
665,2023,Austrian_Grand_Prix,HAM,Mercedes,5.0,5.0,8,4.0
666,2023,Austrian_Grand_Prix,HUL,Haas F1 Team,8.0,8.0,R,0.0
667,2023,Austrian_Grand_Prix,LAW,,,,,
668,2023,Austrian_Grand_Prix,LEC,Ferrari,2.0,2.0,2,18.0
669,2023,Austrian_Grand_Prix,MAG,Haas F1 Team,19.0,19.0,18,0.0
670,2023,Austrian_Grand_Prix,NOR,McLaren,4.0,4.0,4,12.0
671,2023,Austrian_Grand_Prix,OCO,Alpine,12.0,12.0,14,0.0
672,2023,Austrian_Grand_Prix,PER,Red Bull Racing,15.0,15.0,3,15.0
673,2023,Austrian_Grand_Prix,PIA,McLaren,13.0,13.0,16,0.0
674,2023,Austrian_Grand_Prix,RIC,,,,,
675,2023,Austrian_Grand_Prix,RUS,Mercedes,11.0,11.0,7,6.0
676,2023,Austrian_Grand_Prix,SAI,Ferrari,3.0,3.0,6,8.0
677,2023,Austrian_Grand_Prix,SAR,Williams,18.0,18.0,13,0.0
678,2023,Austrian_Grand_Prix,STR,Aston Martin,6.0,6.0,9,2.0
679,2023,Austrian_Grand_Prix,TSU,AlphaTauri,16.0,16.0,19,0.0
680,2023,Austrian_Grand_Prix,VER,Red Bull Racing,1.0,1.0,1,26.0
681,2023,Austrian_Grand_Prix,ZHO,Alfa Romeo,17.0,17.0,12,0.0
682,2023,British_Grand_Prix,ALB,Williams,8.0,8.0,8,4.0
683,2023,British_Grand_Prix,ALO,Aston Martin,9.0,9.0,7,6.0
684,2023,British_Grand_Prix,BOT,Alfa Romeo,15.0,20.0,12,0.0
685,2023,British_Grand_Prix,DEV,AlphaTauri,18.0,18.0,17,0.0
686,2023,British_Grand_Prix,GAS,Alpine,10.0,10.0,18,0.0
687,2023,British_Grand_Prix,HAM,Mercedes,7.0,7.0,3,15.0
688,2023,British_Grand_Prix,HUL,Haas F1 Team,11.0,11.0,13,0.0
689,2023,British_Grand_Prix,LAW,,,,,
690,2023,British_Grand_Prix,LEC,Ferrari,4.0,4.0,9,2.0
691,2023,British_Grand_Prix,MAG,Haas F1 Team,19.0,19.0,R,0.0
692,2023,British_Grand_Prix,NOR,McLaren,2.0,2.0,2,18.0
693,2023,British_Grand_Prix,OCO,Alpine,13.0,13.0,R,0.0
694,2023,British_Grand_Prix,PER,Red Bull Racing,15.0,15.0,6,8.0
695,2023,British_Grand_Prix,PIA,McLaren,3.0,3.0,4,12.0
696,2023,British_Grand_Prix,RIC,,,,,
697,2023,British_Grand_Prix,RUS,Mercedes,6.0,6.0,5,10.0
698,2023,British_Grand_Prix,SAI,Ferrari,5.0,5.0,10,1.0
699,2023,British_Grand_Prix,SAR,Williams,14.0,14.0,11,0.0
700,2023,British_Grand_Prix,STR,Aston Martin,12.0,12.0,14,0.0
701,2023,British_Grand_Prix,TSU,AlphaTauri,16.0,16.0,16,0.0
702,2023,British_Grand_Prix,VER,Red Bull Racing,1.0,1.0,1,26.0
703,2023,British_Grand_Prix,ZHO,Alfa Romeo,17.0,17.0,15,0.0
704,2023,Hungarian_Grand_Prix,ALB,Williams,16.0,16.0,11,0.0
705,2023,Hungarian_Grand_Prix,ALO,Aston Martin,8.0,8.0,9,2.0
706,2023,Hungarian_Grand_Prix,BOT,Alfa Romeo,7.0,7.0,12,0.0
707,2023,Hungarian_Grand_Prix,DEV,,,,,
708,2023,Hungarian_Grand_Prix,GAS,Alpine,15.0,15.0,R,0.0
709,2023,Hungarian_Grand_Prix,HAM,Mercedes,1.0,1.0,4,12.0
710,2023,Hungarian_Grand_Prix,HUL,Haas F1 Team,10.0,10.0,14,0.0
711,2023,Hungarian_Grand_Prix,LAW,,,,,
712,2023,Hungarian_Grand_Prix,LEC,Ferrari,6.0,6.0,7,6.0
713,2023,Hungarian_Grand_Prix,MAG,Haas F1 Team,19.0,19.0,17,0.0
714,2023,Hungarian_Grand_Prix,NOR,McLaren,3.0,3.0,2,18.0
715,2023,Hungarian_Grand_Prix,OCO,Alpine,12.0,12.0,R,0.0
716,2023,Hungarian_Grand_Prix,PER,Red Bull Racing,9.0,9.0,3,15.0
717,2023,Hungarian_Grand_Prix,PIA,McLaren,4.0,4.0,5,10.0
718,2023,Hungarian_Grand_Prix,RIC,AlphaTauri,13.0,13.0,13,0.0
719,2023,Hungarian_Grand_Prix,RUS,Mercedes,18.0,18.0,6,8.0
720,2023,Hungarian_Grand_Prix,SAI,Ferrari,11.0,11.0,8,4.0
721,2023,Hungarian_Grand_Prix,SAR,Williams,20.0,20.0,18,0.0
722,2023,Hungarian_Grand_Prix,STR,Aston Martin,14.0,14.0,10,1.0
723,2023,Hungarian_Grand_Prix,TSU,AlphaTauri,17.0,17.0,15,0.0
724,2023,Hungarian_Grand_Prix,VER,Red Bull Racing,2.0,2.0,1,26.0
725,2023,Hungarian_Grand_Prix,ZHO,Alfa Romeo,5.0,5.0,16,0.0
726,2023,Belgian_Grand_Prix,ALB,Williams,16.0,15.0,14,0.0
727,2023,Belgian_Grand_Prix,ALO,Aston Martin,9.0,9.0,5,10.0
728,2023,Belgian_Grand_Prix,BOT,Alfa Romeo,14.0,13.0,12,0.0
729,2023,Belgian_Grand_Prix,DEV,,,,,
730,2023,Belgian_Grand_Prix,GAS,Alpine,12.0,12.0,11,0.0
731,2023,Belgian_Grand_Prix,HAM,Mercedes,4.0,3.0,4,13.0
732,2023,Belgian_Grand_Prix,HUL,Haas F1 Team,20.0,20.0,18,0.0
733,2023,Belgian_Grand_Prix,LAW,,,,,
734,2023,Belgian_Grand_Prix,LEC,Ferrari,2.0,1.0,3,15.0
735,2023,Belgian_Grand_Prix,MAG,Haas F1 Team,13.0,16.0,15,0.0
736,2023,Belgian_Grand_Prix,NOR,McLaren,7.0,7.0,7,6.0
737,2023,Belgian_Grand_Prix,OCO,Alpine,15.0,14.0,8,4.0
738,2023,Belgian_Grand_Prix,PER,Red Bull Racing,3.0,2.0,2,18.0
739,2023,Belgian_Grand_Prix,PIA,McLaren,6.0,5.0,R,0.0
740,2023,Belgian_Grand_Prix,RIC,AlphaTauri,19.0,19.0,16,0.0
741,2023,Belgian_Grand_Prix,RUS,Mercedes,8.0,8.0,6,8.0
742,2023,Belgian_Grand_Prix,SAI,Ferrari,5.0,4.0,R,0.0
743,2023,Belgian_Grand_Prix,SAR,Williams,18.0,18.0,17,0.0
744,2023,Belgian_Grand_Prix,STR,Aston Martin,10.0,10.0,9,2.0
745,2023,Belgian_Grand_Prix,TSU,AlphaTauri,11.0,11.0,10,1.0
746,2023,Belgian_Grand_Prix,VER,Red Bull Racing,1.0,6.0,1,25.0
747,2023,Belgian_Grand_Prix,ZHO,Alfa Romeo,17.0,17.0,13,0.0
748,2023,Dutch_Grand_Prix,ALB,Williams,4.0,4.0,8,4.0
749,2023,Dutch_Grand_Prix,ALO,Aston Martin,5.0,5.0,2,19.0
750,2023,Dutch_Grand_Prix,BOT,Alfa Romeo,19.0,18.0,14,0.0
751,2023,Dutch_Grand_Prix,DEV,,,,,
752,2023,Dutch_Grand_Prix,GAS,Alpine,12.0,12.0,3,15.0
753,2023,Dutch_Grand_Prix,HAM,Mercedes,13.0,13.0,6,8.0
754,2023,Dutch_Grand_Prix,HUL,Haas F1 Team,15.0,14.0,12,0.0
755,2023,Dutch_Grand_Prix,LAW,AlphaTauri,20.0,19.0,13,0.0
756,2023,Dutch_Grand_Prix,LEC,Ferrari,9.0,9.0,R,0.0
757,2023,Dutch_Grand_Prix,MAG,Haas F1 Team,18.0,0.0,16,0.0
758,2023,Dutch_Grand_Prix,NOR,McLaren,2.0,2.0,7,6.0
759,2023,Dutch_Grand_Prix,OCO,Alpine,17.0,16.0,10,1.0
760,2023,Dutch_Grand_Prix,PER,Red Bull Racing,7.0,7.0,4,12.0
761,2023,Dutch_Grand_Prix,PIA,McLaren,8.0,8.0,9,2.0
762,2023,Dutch_Grand_Prix,RIC,,,,,
763,2023,Dutch_Grand_Prix,RUS,Mercedes,3.0,3.0,17,0.0
764,2023,Dutch_Grand_Prix,SAI,Ferrari,6.0,6.0,5,10.0
765,2023,Dutch_Grand_Prix,SAR,Williams,10.0,10.0,R,0.0
766,2023,Dutch_Grand_Prix,STR,Aston Martin,11.0,11.0,11,0.0
767,2023,Dutch_Grand_Prix,TSU,AlphaTauri,14.0,17.0,15,0.0
768,2023,Dutch_Grand_Prix,VER,Red Bull Racing,1.0,1.0,1,25.0
769,2023,Dutch_Grand_Prix,ZHO,Alfa Romeo,16.0,15.0,R,0.0
770,2023,Italian_Grand_Prix,ALB,Williams,6.0,6.0,7,6.0
771,2023,Italian_Grand_Prix,ALO,Aston Martin,10.0,10.0,9,2.0
772,2023,Italian_Grand_Prix,BOT,Alfa Romeo,14.0,14.0,10,1.0
773,2023,Italian_Grand_Prix,DEV,,,,,
774,2023,Italian_Grand_Prix,GAS,Alpine,17.0,17.0,15,0.0
775,2023,Italian_Grand_Prix,HAM,Mercedes,8.0,8.0,6,8.0
776,2023,Italian_Grand_Prix,HUL,Haas F1 Team,13.0,13.0,17,0.0
777,2023,Italian_Grand_Prix,LAW,AlphaTauri,12.0,12.0,11,0.0
778,2023,Italian_Grand_Prix,LEC,Ferrari,3.0,3.0,4,12.0
779,2023,Italian_Grand_Prix,MAG,Haas F1 Team,19.0,19.0,18,0.0
780,2023,Italian_Grand_Prix,NOR,McLaren,9.0,9.0,8,4.0
781,2023,Italian_Grand_Prix,OCO,Alpine,18.0,18.0,R,0.0
782,2023,Italian_Grand_Prix,PER,Red Bull Racing,5.0,5.0,2,18.0
783,2023,Italian_Grand_Prix,PIA,McLaren,7.0,7.0,12,0.0
784,2023,Italian_Grand_Prix,RIC,,,,,
785,2023,Italian_Grand_Prix,RUS,Mercedes,4.0,4.0,5,10.0
786,2023,Italian_Grand_Prix,SAI,Ferrari,1.0,1.0,3,15.0
787,2023,Italian_Grand_Prix,SAR,Williams,15.0,15.0,13,0.0
788,2023,Italian_Grand_Prix,STR,Aston Martin,20.0,20.0,16,0.0
789,2023,Italian_Grand_Prix,TSU,AlphaTauri,11.0,11.0,W,0.0
790,2023,Italian_Grand_Prix,VER,Red Bull Racing,2.0,2.0,1,25.0
791,2023,Italian_Grand_Prix,ZHO,Alfa Romeo,16.0,16.0,14,0.0
792,2023,Singapore_Grand_Prix,ALB,Williams,14.0,14.0,11,0.0
793,2023,Singapore_Grand_Prix,ALO,Aston Martin,7.0,7.0,15,0.0
794,2023,Singapore_Grand_Prix,BOT,Alfa Romeo,16.0,16.0,R,0.0
795,2023,Singapore_Grand_Prix,DEV,,,,,
796,2023,Singapore_Grand_Prix,GAS,Alpine,12.0,12.0,6,8.0
797,2023,Singapore_Grand_Prix,HAM,Mercedes,5.0,5.0,3,16.0
798,2023,Singapore_Grand_Prix,HUL,Haas F1 Team,9.0,9.0,13,0.0
799,2023,Singapore_Grand_Prix,LAW,AlphaTauri,10.0,10.0,9,2.0
800,2023,Singapore_Grand_Prix,LEC,Ferrari,3.0,3.0,4,12.0
801,2023,Singapore_Grand_Prix,MAG,Haas F1 Team,6.0,6.0,10,1.0
802,2023,Singapore_Grand_Prix,NOR,McLaren,4.0,4.0,2,18.0
803,2023,Singapore_Grand_Prix,OCO,Alpine,8.0,8.0,R,0.0
804,2023,Singapore_Grand_Prix,PER,Red Bull Racing,13.0,13.0,8,4.0
805,2023,Singapore_Grand_Prix,PIA,McLaren,17.0,17.0,7,6.0
806,2023,Singapore_Grand_Prix,RIC,,,,,
807,2023,Singapore_Grand_Prix,RUS,Mercedes,2.0,2.0,16,0.0
808,2023,Singapore_Grand_Prix,SAI,Ferrari,1.0,1.0,1,25.0
809,2023,Singapore_Grand_Prix,SAR,Williams,18.0,18.0,14,0.0
810,2023,Singapore_Grand_Prix,STR,Aston Martin,20.0,,W,0.0
811,2023,Singapore_Grand_Prix,TSU,AlphaTauri,15.0,15.0,R,0.0
812,2023,Singapore_Grand_Prix,VER,Red Bull Racing,11.0,11.0,5,10.0
813,2023,Singapore_Grand_Prix,ZHO,Alfa Romeo,19.0,19.0,12,0.0
814,2023,Japanese_Grand_Prix,ALB,Williams,13.0,13.0,R,0.0
815,2023,Japanese_Grand_Prix,ALO,Aston Martin,10.0,10.0,8,4.0
816,2023,Japanese_Grand_Prix,BOT,Alfa Romeo,16.0,16.0,R,0.0
817,2023,Japanese_Grand_Prix,DEV,,,,,
818,2023,Japanese_Grand_Prix,GAS,Alpine,12.0,12.0,10,1.0
819,2023,Japanese_Grand_Prix,HAM,Mercedes,7.0,7.0,5,10.0
820,2023,Japanese_Grand_Prix,HUL,Haas F1 Team,18.0,18.0,14,0.0
821,2023,Japanese_Grand_Prix,LAW,AlphaTauri,11.0,11.0,11,0.0
822,2023,Japanese_Grand_Prix,LEC,Ferrari,4.0,4.0,4,12.0
823,2023,Japanese_Grand_Prix,MAG,Haas F1 Team,15.0,15.0,15,0.0
824,2023,Japanese_Grand_Prix,NOR,McLaren,3.0,3.0,2,18.0
825,2023,Japanese_Grand_Prix,OCO,Alpine,14.0,14.0,9,2.0
826,2023,Japanese_Grand_Prix,PER,Red Bull Racing,5.0,5.0,R,0.0
827,2023,Japanese_Grand_Prix,PIA,McLaren,2.0,2.0,3,15.0
828,2023,Japanese_Grand_Prix,RIC,,,,,
829,2023,Japanese_Grand_Prix,RUS,Mercedes,8.0,8.0,7,6.0
830,2023,Japanese_Grand_Prix,SAI,Ferrari,6.0,6.0,6,8.0
831,2023,Japanese_Grand_Prix,SAR,Williams,20.0,20.0,R,0.0
832,2023,Japanese_Grand_Prix,STR,Aston Martin,17.0,17.0,R,0.0
833,2023,Japanese_Grand_Prix,TSU,AlphaTauri,9.0,9.0,12,0.0
834,2023,Japanese_Grand_Prix,VER,Red Bull Racing,1.0,1.0,1,26.0
835,2023,Japanese_Grand_Prix,ZHO,Alfa Romeo,19.0,19.0,13,0.0
836,2023,Qatar_Grand_Prix,ALB,Williams,14.0,13.0,13,0.0
837,2023,Qatar_Grand_Prix,ALO,Aston Martin,4.0,4.0,6,8.0
838,2023,Qatar_Grand_Prix,BOT,Alfa Romeo,9.0,9.0,8,4.0
839,2023,Qatar_Grand_Prix,DEV,,,,,
840,2023,Qatar_Grand_Prix,GAS,Alpine,7.0,7.0,12,0.0
841,2023,Qatar_Grand_Prix,HAM,Mercedes,3.0,3.0,R,0.0
842,2023,Qatar_Grand_Prix,HUL,Haas F1 Team,15.0,14.0,16,0.0
843,2023,Qatar_Grand_Prix,LAW,AlphaTauri,18.0,17.0,17,0.0
844,2023,Qatar_Grand_Prix,LEC,Ferrari,5.0,5.0,5,10.0
845,2023,Qatar_Grand_Prix,MAG,Haas F1 Team,19.0,18.0,14,0.0
846,2023,Qatar_Grand_Prix,NOR,McLaren,10.0,10.0,3,15.0
847,2023,Qatar_Grand_Prix,OCO,Alpine,8.0,8.0,7,6.0
848,2023,Qatar_Grand_Prix,PER,Red Bull Racing,13.0,20.0,10,1.0
849,2023,Qatar_Grand_Prix,PIA,McLaren,6.0,6.0,2,18.0
850,2023,Qatar_Grand_Prix,RIC,,,,,
851,2023,Qatar_Grand_Prix,RUS,Mercedes,2.0,2.0,4,12.0
852,2023,Qatar_Grand_Prix,SAI,Ferrari,12.0,12.0,W,0.0
853,2023,Qatar_Grand_Prix,SAR,Williams,16.0,15.0,R,0.0
854,2023,Qatar_Grand_Prix,STR,Aston Martin,17.0,16.0,11,0.0
855,2023,Qatar_Grand_Prix,TSU,AlphaTauri,11.0,11.0,15,0.0
856,2023,Qatar_Grand_Prix,VER,Red Bull Racing,1.0,1.0,1,26.0
857,2023,Qatar_Grand_Prix,ZHO,Alfa Romeo,20.0,19.0,9,2.0
858,2023,United_States_Grand_Prix,ALB,Williams,18.0,15.0,9,2.0
859,2023,United_States_Grand_Prix,ALO,Aston Martin,17.0,19.0,R,0.0
860,2023,United_States_Grand_Prix,BOT,Alfa Romeo,13.0,13.0,12,0.0
861,2023,United_States_Grand_Prix,DEV,,,,,
862,2023,United_States_Grand_Prix,GAS,Alpine,7.0,7.0,6,8.0
863,2023,United_States_Grand_Prix,HAM,Mercedes,3.0,3.0,19,0.0
864,2023,United_States_Grand_Prix,HUL,Haas F1 Team,16.0,18.0,11,0.0
865,2023,United_States_Grand_Prix,LAW,,,,,
866,2023,United_States_Grand_Prix,LEC,Ferrari,1.0,1.0,20,0.0
867,2023,United_States_Grand_Prix,MAG,Haas F1 Team,14.0,17.0,14,0.0
868,2023,United_States_Grand_Prix,NOR,McLaren,2.0,2.0,2,18.0
869,2023,United_States_Grand_Prix,OCO,Alpine,8.0,8.0,R,0.0
870,2023,United_States_Grand_Prix,PER,Red Bull Racing,9.0,9.0,4,12.0
871,2023,United_States_Grand_Prix,PIA,McLaren,10.0,10.0,R,0.0
872,2023,United_States_Grand_Prix,RIC,AlphaTauri,15.0,14.0,15,0.0
873,2023,United_States_Grand_Prix,RUS,Mercedes,5.0,5.0,5,10.0
874,2023,United_States_Grand_Prix,SAI,Ferrari,4.0,4.0,3,15.0
875,2023,United_States_Grand_Prix,SAR,Williams,20.0,16.0,10,1.0
876,2023,United_States_Grand_Prix,STR,Aston Martin,19.0,20.0,7,6.0
877,2023,United_States_Grand_Prix,TSU,AlphaTauri,11.0,11.0,8,5.0
878,2023,United_States_Grand_Prix,VER,Red Bull Racing,6.0,6.0,1,25.0
879,2023,United_States_Grand_Prix,ZHO,Alfa Romeo,12.0,12.0,13,0.0
880,2023,Mexico_City_Grand_Prix,ALB,Williams,14.0,14.0,9,2.0
881,2023,Mexico_City_Grand_Prix,ALO,Aston Martin,13.0,13.0,W,0.0
882,2023,Mexico_City_Grand_Prix,BOT,Alfa Romeo,9.0,9.0,15,0.0
883,2023,Mexico_City_Grand_Prix,DEV,,,,,
884,2023,Mexico_City_Grand_Prix,GAS,Alpine,11.0,11.0,11,0.0
885,2023,Mexico_City_Grand_Prix,HAM,Mercedes,6.0,6.0,2,19.0
886,2023,Mexico_City_Grand_Prix,HUL,Haas F1 Team,12.0,12.0,13,0.0
887,2023,Mexico_City_Grand_Prix,LAW,,,,,
888,2023,Mexico_City_Grand_Prix,LEC,Ferrari,1.0,1.0,3,15.0
889,2023,Mexico_City_Grand_Prix,MAG,Haas F1 Team,17.0,16.0,R,0.0
890,2023,Mexico_City_Grand_Prix,NOR,McLaren,19.0,17.0,5,10.0
891,2023,Mexico_City_Grand_Prix,OCO,Alpine,16.0,15.0,10,1.0
892,2023,Mexico_City_Grand_Prix,PER,Red Bull Racing,5.0,5.0,R,0.0
893,2023,Mexico_City_Grand_Prix,PIA,McLaren,7.0,7.0,8,4.0
894,2023,Mexico_City_Grand_Prix,RIC,AlphaTauri,4.0,4.0,7,6.0
895,2023,Mexico_City_Grand_Prix,RUS,Mercedes,8.0,8.0,6,8.0
896,2023,Mexico_City_Grand_Prix,SAI,Ferrari,2.0,2.0,4,12.0
897,2023,Mexico_City_Grand_Prix,SAR,Williams,20.0,19.0,16,0.0
898,2023,Mexico_City_Grand_Prix,STR,Aston Martin,18.0,0.0,17,0.0
899,2023,Mexico_City_Grand_Prix,TSU,AlphaTauri,15.0,18.0,12,0.0
900,2023,Mexico_City_Grand_Prix,VER,Red Bull Racing,3.0,3.0,1,25.0
901,2023,Mexico_City_Grand_Prix,ZHO,Alfa Romeo,10.0,10.0,14,0.0
902,2023,São_Paulo_Grand_Prix,ALB,Williams,15.0,13.0,R,0.0
903,2023,São_Paulo_Grand_Prix,ALO,Aston Martin,4.0,4.0,3,15.0
904,2023,São_Paulo_Grand_Prix,BOT,Alfa Romeo,18.0,18.0,R,0.0
905,2023,São_Paulo_Grand_Prix,DEV,,,,,
906,2023,São_Paulo_Grand_Prix,GAS,Alpine,13.0,15.0,7,6.0
907,2023,São_Paulo_Grand_Prix,HAM,Mercedes,5.0,5.0,8,4.0
908,2023,São_Paulo_Grand_Prix,HUL,Haas F1 Team,11.0,11.0,12,0.0
909,2023,São_Paulo_Grand_Prix,LAW,,,,,
910,2023,São_Paulo_Grand_Prix,LEC,Ferrari,2.0,2.0,W,0.0
911,2023,São_Paulo_Grand_Prix,MAG,Haas F1 Team,14.0,12.0,R,0.0
912,2023,São_Paulo_Grand_Prix,NOR,McLaren,7.0,6.0,2,19.0
913,2023,São_Paulo_Grand_Prix,OCO,Alpine,12.0,14.0,10,1.0
914,2023,São_Paulo_Grand_Prix,PER,Red Bull Racing,9.0,9.0,4,12.0
915,2023,São_Paulo_Grand_Prix,PIA,McLaren,10.0,10.0,14,0.0
916,2023,São_Paulo_Grand_Prix,RIC,AlphaTauri,17.0,17.0,13,0.0
917,2023,São_Paulo_Grand_Prix,RUS,Mercedes,6.0,8.0,R,0.0
918,2023,São_Paulo_Grand_Prix,SAI,Ferrari,8.0,7.0,6,8.0
919,2023,São_Paulo_Grand_Prix,SAR,Williams,19.0,19.0,11,0.0
920,2023,São_Paulo_Grand_Prix,STR,Aston Martin,3.0,3.0,5,10.0
921,2023,São_Paulo_Grand_Prix,TSU,AlphaTauri,16.0,16.0,9,2.0
922,2023,São_Paulo_Grand_Prix,VER,Red Bull Racing,1.0,1.0,1,25.0
923,2023,São_Paulo_Grand_Prix,ZHO,Alfa Romeo,20.0,20.0,R,0.0
924,2023,Las_Vegas_Grand_Prix,ALB,Williams,6.0,5.0,12,0.0
925,2023,Las_Vegas_Grand_Prix,ALO,Aston Martin,10.0,9.0,9,2.0
926,2023,Las_Vegas_Grand_Prix,BOT,Alfa Romeo,8.0,7.0,17,0.0
927,2023,Las_Vegas_Grand_Prix,DEV,,,,,
928,2023,Las_Vegas_Grand_Prix,GAS,Alpine,5.0,4.0,11,0.0
929,2023,Las_Vegas_Grand_Prix,HAM,Mercedes,11.0,10.0,7,6.0
930,2023,Las_Vegas_Grand_Prix,HUL,Haas F1 Team,13.0,13.0,19,0.0
931,2023,Las_Vegas_Grand_Prix,LAW,,,,,
932,2023,Las_Vegas_Grand_Prix,LEC,Ferrari,1.0,1.0,2,18.0
933,2023,Las_Vegas_Grand_Prix,MAG,Haas F1 Team,9.0,8.0,13,0.0
934,2023,Las_Vegas_Grand_Prix,NOR,McLaren,16.0,15.0,R,0.0
935,2023,Las_Vegas_Grand_Prix,OCO,Alpine,17.0,16.0,4,12.0
936,2023,Las_Vegas_Grand_Prix,PER,Red Bull Racing,12.0,11.0,3,15.0
937,2023,Las_Vegas_Grand_Prix,PIA,McLaren,19.0,18.0,10,2.0
938,2023,Las_Vegas_Grand_Prix,RIC,AlphaTauri,15.0,14.0,14,0.0
939,2023,Las_Vegas_Grand_Prix,RUS,Mercedes,4.0,3.0,8,4.0
940,2023,Las_Vegas_Grand_Prix,SAI,Ferrari,2.0,12.0,6,8.0
941,2023,Las_Vegas_Grand_Prix,SAR,Williams,7.0,6.0,16,0.0
942,2023,Las_Vegas_Grand_Prix,STR,Aston Martin,14.0,19.0,5,10.0
943,2023,Las_Vegas_Grand_Prix,TSU,AlphaTauri,20.0,20.0,18,0.0
944,2023,Las_Vegas_Grand_Prix,VER,Red Bull Racing,3.0,2.0,1,25.0
945,2023,Las_Vegas_Grand_Prix,ZHO,Alfa Romeo,18.0,17.0,15,0.0
946,2023,Abu_Dhabi_Grand_Prix,ALB,Williams,14.0,14.0,14,0.0
947,2023,Abu_Dhabi_Grand_Prix,ALO,Aston Martin,7.0,7.0,7,6.0
948,2023,Abu_Dhabi_Grand_Prix,BOT,Alfa Romeo,18.0,18.0,19,0.0
949,2023,Abu_Dhabi_Grand_Prix,DEV,,,,,
950,2023,Abu_Dhabi_Grand_Prix,GAS,Alpine,10.0,10.0,13,0.0
951,2023,Abu_Dhabi_Grand_Prix,HAM,Mercedes,11.0,11.0,9,2.0
952,2023,Abu_Dhabi_Grand_Prix,HUL,Haas F1 Team,8.0,8.0,15,0.0
953,2023,Abu_Dhabi_Grand_Prix,LAW,,,,,
954,2023,Abu_Dhabi_Grand_Prix,LEC,Ferrari,2.0,2.0,2,18.0
955,2023,Abu_Dhabi_Grand_Prix,MAG,Haas F1 Team,17.0,17.0,20,0.0
956,2023,Abu_Dhabi_Grand_Prix,NOR,McLaren,5.0,5.0,5,10.0
957,2023,Abu_Dhabi_Grand_Prix,OCO,Alpine,12.0,12.0,12,0.0
958,2023,Abu_Dhabi_Grand_Prix,PER,Red Bull Racing,9.0,9.0,4,12.0
959,2023,Abu_Dhabi_Grand_Prix,PIA,McLaren,3.0,3.0,6,8.0
960,2023,Abu_Dhabi_Grand_Prix,RIC,AlphaTauri,15.0,15.0,11,0.0
961,2023,Abu_Dhabi_Grand_Prix,RUS,Mercedes,4.0,4.0,3,15.0
962,2023,Abu_Dhabi_Grand_Prix,SAI,Ferrari,16.0,16.0,18,0.0
963,2023,Abu_Dhabi_Grand_Prix,SAR,Williams,20.0,20.0,16,0.0
964,2023,Abu_Dhabi_Grand_Prix,STR,Aston Martin,13.0,13.0,10,1.0
965,2023,Abu_Dhabi_Grand_Prix,TSU,AlphaTauri,6.0,6.0,8,4.0
966,2023,Abu_Dhabi_Grand_Prix,VER,Red Bull Racing,1.0,1.0,1,26.0
967,2023,Abu_Dhabi_Grand_Prix,ZHO,Alfa Romeo,19.0,19.0,17,0.0
968,2024,Bahrain_Grand_Prix,ALB,Williams,13.0,13.0,15,0.0
969,2024,Bahrain_Grand_Prix,ALO,Aston Martin,6.0,6.0,9,2.0
970,2024,Bahrain_Grand_Prix,BEA,,,,,
971,2024,Bahrain_Grand_Prix,BOT,Kick Sauber,16.0,16.0,19,0.0
972,2024,Bahrain_Grand_Prix,COL,,,,,
973,2024,Bahrain_Grand_Prix,DOO,,,,,
974,2024,Bahrain_Grand_Prix,GAS,Alpine,20.0,20.0,18,0.0
975,2024,Bahrain_Grand_Prix,HAM,Mercedes,9.0,9.0,7,6.0
976,2024,Bahrain_Grand_Prix,HUL,Haas F1 Team,10.0,10.0,16,0.0
977,2024,Bahrain_Grand_Prix,LAW,,,,,
978,2024,Bahrain_Grand_Prix,LEC,Ferrari,2.0,2.0,4,12.0
979,2024,Bahrain_Grand_Prix,MAG,Haas F1 Team,15.0,15.0,12,0.0
980,2024,Bahrain_Grand_Prix,NOR,McLaren,7.0,7.0,6,8.0
981,2024,Bahrain_Grand_Prix,OCO,Alpine,19.0,19.0,17,0.0
982,2024,Bahrain_Grand_Prix,PER,Red Bull Racing,5.0,5.0,2,18.0
983,2024,Bahrain_Grand_Prix,PIA,McLaren,8.0,8.0,8,4.0
984,2024,Bahrain_Grand_Prix,RIC,RB,14.0,14.0,13,0.0
985,2024,Bahrain_Grand_Prix,RUS,Mercedes,3.0,3.0,5,10.0
986,2024,Bahrain_Grand_Prix,SAI,Ferrari,4.0,4.0,3,15.0
987,2024,Bahrain_Grand_Prix,SAR,Williams,18.0,18.0,20,0.0
988,2024,Bahrain_Grand_Prix,STR,Aston Martin,12.0,12.0,10,1.0
989,2024,Bahrain_Grand_Prix,TSU,RB,11.0,11.0,14,0.0
990,2024,Bahrain_Grand_Prix,VER,Red Bull Racing,1.0,1.0,1,26.0
991,2024,Bahrain_Grand_Prix,ZHO,Kick Sauber,17.0,17.0,11,0.0
992,2024,Saudi_Arabian_Grand_Prix,ALB,Williams,12.0,12.0,11,0.0
993,2024,Saudi_Arabian_Grand_Prix,ALO,Aston Martin,4.0,4.0,5,10.0
994,2024,Saudi_Arabian_Grand_Prix,BEA,Ferrari,11.0,11.0,7,6.0
